item_no,name,category,subcategory,chassis,compatibility,motor_type,beginner_level,upgrade_stage,purpose_tags,bmax_approved,catalog_tier,recommended,description,source_url,image_url,image_status,price_dkk,original_price_dkk,stock_qty,unbuilt_stock,built_stock,status,published,available,is_collectors_vault,catalog_order,id,shipping_class,part_group,is_complete_car_kit,is_club_asset,pricing_source,approved_regular_price_dkk,has_unresolved_duplicate,has_uncertain_edition,is_internal_test_record,is_archived_by_admin,is_preorder_enabled,force_coming_soon
15490,Side Mass Damper Set for MA Chassis,parts,Brakes/Dampers,Universal,MA|AR|Super XX,Not applicable,Beginner,Control Upgrade,Landing|Side Damper,true,expansion,false,MA-focused side-damper set that gives new racers a clear bolt-on landing-control solution.,https://www.tamiya.com/english/products/15490/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,44,tamiya-15490-side-mass-damper-set-for-ma-chassis,small_part,brakes_dampers,false,false,unverified,,false,false,false,false,false,false
15381,Low-Friction Roller Set,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,First Upgrade,Cornering|Budget Roller,true,core,true,Low-cost roller upgrade for smoother wall contact. Ideal before customers invest in aluminum rollers.,https://www.tamiya.com/english/products/15381/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,45,tamiya-15381-low-friction-roller-set,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15457,Low-Friction Plastic Double Rollers 13-12mm,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,First Upgrade,Cornering|Double Roller,true,core,true,Budget double rollers that improve wall contact and stability.,https://www.tamiya.com/english/products/15457/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,46,tamiya-15457-low-friction-plastic-double-rollers-13-12mm,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15525,Low-Friction Plastic Double Rollers with Rubber Rings 13-12mm,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Control Upgrade,Cornering|Grip Control,true,expansion,false,Double rollers with rubber rings for additional control where the setup needs more wall grip.,https://www.tamiya.com/english/products/15525/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,47,tamiya-15525-low-friction-plastic-double-rollers-with-rubber-rings-13-12mm,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15398,Double Aluminum Rollers 13-12mm,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Cornering|Aluminum Roller,true,core,true,Popular durable front roller option for competitive B-MAX setups.,https://www.tamiya.com/english/products/15398/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,48,tamiya-15398-double-aluminum-rollers-13-12mm,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15449,17mm Aluminum Rollers with Plastic Rings,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Cornering|Rear Roller,true,expansion,false,17mm aluminum rollers with plastic rings for smooth and durable wall contact.,https://www.tamiya.com/english/products/15449/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,49,tamiya-15449-17mm-aluminum-rollers-with-plastic-rings,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15464,HG 19mm Aluminum Ball-Race Rollers Ringless,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Cornering|Rear Roller,true,core,true,"Common 19mm rear roller choice for stable, low-friction B-MAX setups.",https://www.tamiya.com/english/products/15464/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,50,tamiya-15464-hg-19mm-aluminum-ball-race-rollers-ringless,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15408,Long Stabilizing Pole and 13mm Roller Set,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Control Upgrade,Stabilizer|Course-Out Prevention,true,core,true,Simple stabilizer package that helps keep the car upright when it leans against the course wall.,https://www.tamiya.com/english/products/15408/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,51,tamiya-15408-long-stabilizing-pole-and-13mm-roller-set,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15391,Large-Diameter Stabilizer Head Set 11/15mm,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Control Upgrade,Stabilizer|Course-Out Prevention,true,core,true,Stabilizer heads for reducing rollovers and wall climbing.,https://www.tamiya.com/english/products/15391/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,52,tamiya-15391-large-diameter-stabilizer-head-set-11-15mm,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15528,Hi-Mount Tube Stabilizer Set Black,parts,Rollers/Stabilizers,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Stabilizer|High Mount,true,expansion,false,Compact high-mounted stabilizer option for more advanced B-MAX layouts.,https://www.tamiya.com/english/products/15528/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,53,tamiya-15528-hi-mount-tube-stabilizer-set-black,small_part,rollers,false,false,unverified,,false,false,false,false,false,false
15394,FRP Multi Roller Setting Stay,parts,Plates,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,First Upgrade,Front Plate|Roller Mount,true,core,true,Affordable universal FRP plate for adding and positioning rollers.,https://www.tamiya.com/english/products/15394/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,54,tamiya-15394-frp-multi-roller-setting-stay,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15430,FRP Rear Multi Roller Setting Stay,parts,Plates,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,First Upgrade,Rear Plate|Roller Mount,true,core,true,"Affordable rear FRP plate for rollers, dampers and brake assemblies.",https://www.tamiya.com/english/products/15430/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,55,tamiya-15430-frp-rear-multi-roller-setting-stay,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15451,FRP Wide Front Plate for AR Chassis,parts,Plates,Universal,AR|MA|FM-A,Not applicable,Beginner,First Upgrade,Front Plate|Wide Setting,true,core,true,Wide front FRP plate that makes roller placement easier on compatible chassis.,https://www.tamiya.com/english/products/15451/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,56,tamiya-15451-frp-wide-front-plate-for-ar-chassis,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15452,FRP Wide Rear Plate for AR Chassis,parts,Plates,Universal,AR|MA|FM-A,Not applicable,Beginner,First Upgrade,Rear Plate|Wide Setting,true,core,true,Wide rear FRP plate for stable roller spacing and basic B-MAX layouts.,https://www.tamiya.com/english/products/15452/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,57,tamiya-15452-frp-wide-rear-plate-for-ar-chassis,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15472,FRP Wide Front Plate for Fully Cowled Mini 4WD,parts,Plates,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,First Upgrade,Front Plate|Fully Cowled,true,expansion,false,Front plate designed for many Fully Cowled bodies where standard plates may interfere.,https://www.tamiya.com/english/products/15472/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,58,tamiya-15472-frp-wide-front-plate-for-fully-cowled-mini-4wd,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15524,FRP Wide Front Plate for VZ Chassis,parts,Plates,Universal,VZ|MA|FM-A|AR|Super X|Super XX,Not applicable,Beginner,First Upgrade,Front Plate|Wide Setting,true,core,true,Modern wide front FRP plate with broad compatibility and clear roller mounting positions.,https://www.tamiya.com/english/products/15524/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,59,tamiya-15524-frp-wide-front-plate-for-vz-chassis,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15498,HG Carbon Wide Front Plate 1.5mm,parts,Plates,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Carbon Plate|Front Plate,true,expansion,false,Lighter and stiffer front plate for racers upgrading from FRP.,https://www.tamiya.com/english/products/15498/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,60,tamiya-15498-hg-carbon-wide-front-plate-1-5mm,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15499,HG Carbon Wide Rear Plate 1.5mm,parts,Plates,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Carbon Plate|Rear Plate,true,expansion,false,Lighter and stiffer rear plate for competitive setups.,https://www.tamiya.com/english/products/15499/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,61,tamiya-15499-hg-carbon-wide-rear-plate-1-5mm,small_part,plates,false,false,unverified,,false,false,false,false,false,false
15542,Super Hard 26mm Tires and Carbon Wheels,parts,Wheels/Tires,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Control Upgrade,Low Bounce|All-Round Tire,true,core,true,Stable all-round wheel and tire set that reduces bounce and is easy to recommend to beginners.,https://www.tamiya.com/english/products/15542/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,62,tamiya-15542-super-hard-26mm-tires-and-carbon-wheels,small_part,wheels_tires,false,false,unverified,,false,false,false,false,false,false
15534,Low-Friction 26mm Tires and Carbon Wheels,parts,Wheels/Tires,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Corner Speed|Low Grip,true,core,true,Lower-grip tire set for carrying more speed through corners once the car is already stable.,https://www.tamiya.com/english/products/15534/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,63,tamiya-15534-low-friction-26mm-tires-and-carbon-wheels,small_part,wheels_tires,false,false,unverified,,false,false,false,false,false,false
15541,Low-Friction Narrow 24mm Tires and Carbon Wheels,parts,Wheels/Tires,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Low Center of Gravity|Corner Speed,true,expansion,false,Small-diameter narrow setup for lowering the car and tuning speed on technical tracks.,https://www.tamiya.com/english/products/15541/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,64,tamiya-15541-low-friction-narrow-24mm-tires-and-carbon-wheels,small_part,wheels_tires,false,false,unverified,,false,false,false,false,false,false
15544,Low-Friction 31mm Tires and Carbon Wheels,parts,Wheels/Tires,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Advanced,Competitive B-MAX,Large Diameter|Top Speed,true,special_order,false,Large-diameter option for advanced speed-focused builds. Keep as limited stock or special order.,https://www.tamiya.com/english/products/15544/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,65,tamiya-15544-low-friction-31mm-tires-and-carbon-wheels,small_part,wheels_tires,false,false,unverified,,false,false,false,false,false,false
15453,Carbon-Reinforced 8T Pinion Gears 6pcs,parts,Shafts/Gears,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Reliability Upgrade,Pinion|Durability,true,core,true,Durable replacement pinions for routine maintenance and motor changes.,https://www.tamiya.com/english/products/15453/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,66,tamiya-15453-carbon-reinforced-8t-pinion-gears-6pcs,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15462,Carbon-Reinforced G13 and 8T Pinion Gear Set,parts,Shafts/Gears,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Reliability Upgrade,Gear|Pinion|Efficiency,true,core,true,Reinforced gear and pinion set for reducing wear in upgraded drivetrains.,https://www.tamiya.com/english/products/15462/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,67,tamiya-15462-carbon-reinforced-g13-and-8t-pinion-gear-set,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15456,Setting Gear Set for AR Chassis,parts,Shafts/Gears,AR,AR,Not applicable,Beginner,Reliability Upgrade,Gear Set|AR,true,expansion,false,Useful AR replacement and tuning gear set.,https://www.tamiya.com/english/products/15456/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,68,tamiya-15456-setting-gear-set-for-ar-chassis,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15516,Setting Gear Set for FM-A Chassis,parts,Shafts/Gears,FM-A,FM-A,Not applicable,Beginner,Reliability Upgrade,Gear Set|FM-A,true,expansion,false,Useful FM-A replacement and tuning gear set.,https://www.tamiya.com/english/products/15516/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,69,tamiya-15516-setting-gear-set-for-fm-a-chassis,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15429,PRO High-Speed EX Gear Set,parts,Shafts/Gears,Universal,MA|MS|ME,PRO dual-shaft,Intermediate,Speed Upgrade,Gear Ratio|PRO,true,core,true,"High-speed gear option for MA, MS and ME cars. Explain gear ratio before sale.",https://www.tamiya.com/english/products/15429/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,70,tamiya-15429-pro-high-speed-ex-gear-set,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15434,High-Speed EX Counter Gear Set 3.7:1,parts,Shafts/Gears,Universal,FM-A|VZ|AR|Super-II|Super X|Super XX|VS,Single-shaft,Intermediate,Speed Upgrade,Gear Ratio|Single-Shaft,true,core,true,3.7:1 counter gear option for compatible single-shaft cars.,https://www.tamiya.com/english/products/15434/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,71,tamiya-15434-high-speed-ex-counter-gear-set-3-7-1,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15347,Mini 4WD PRO Gear Bearing Set,parts,Bearings,Universal,MA|MS|ME,PRO dual-shaft,Intermediate,Efficiency Upgrade,Gear Bearing|PRO,true,core,true,Ball bearings and gear shafts that reduce counter-gear friction in MA and MS cars.,https://www.tamiya.com/english/products/15347/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,72,tamiya-15347-mini-4wd-pro-gear-bearing-set,small_part,bearings,false,false,unverified,,false,false,false,false,false,false
15523,Low-Friction Plastic Bearing Set,parts,Bearings,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Efficiency Upgrade,Budget Bearing|Low Friction,true,core,true,Affordable low-friction replacement bearings for beginners not ready for full ball bearings.,https://www.tamiya.com/english/products/15523/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,73,tamiya-15523-low-friction-plastic-bearing-set,small_part,bearings,false,false,unverified,,false,false,false,false,false,false
15519,HG Round-Hole Ball Bearings 4pcs,parts,Bearings,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Efficiency Upgrade,Ball Bearing|Axle Efficiency,true,core,true,Premium axle bearings for smoother wheel rotation and improved efficiency.,https://www.tamiya.com/english/products/15519/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,74,tamiya-15519-hg-round-hole-ball-bearings-4pcs,small_part,bearings,false,false,unverified,,false,false,false,false,false,false
15416,60mm Reinforced Shafts Black 4pcs,parts,Shafts/Gears,Universal,MA|MS|AR|VZ|Super-II,Not applicable,Beginner,Reliability Upgrade,Axle|Durability,true,core,true,Stronger 60mm axles for compatible chassis. Useful replacement stock item.,https://www.tamiya.com/english/products/15416/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,75,tamiya-15416-60mm-reinforced-shafts-black-4pcs,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15417,72mm Reinforced Shafts Black 4pcs,parts,Shafts/Gears,Universal,FM-A|Super X|Super XX,Not applicable,Beginner,Reliability Upgrade,Axle|Durability,true,expansion,false,Stronger 72mm axles for wide chassis and compatible front-motor setups.,https://www.tamiya.com/english/products/15417/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,76,tamiya-15417-72mm-reinforced-shafts-black-4pcs,small_part,gears_drivetrain,false,false,unverified,,false,false,false,false,false,false
15508,Stainless Steel Screw Set 15/20/25/30mm,parts,Screws/Nuts,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Workshop Essential,Screws|Hardware,true,core,true,"Common screw lengths for adding plates, rollers and dampers. A high-repeat-purchase item.",https://www.tamiya.com/english/products/15508/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,77,tamiya-15508-stainless-steel-screw-set-15-20-25-30mm,small_part,screws_spacers,false,false,unverified,,false,false,false,false,false,false
15510,Stainless Steel Countersunk Screw Set 10/12/20/25/30mm,parts,Screws/Nuts,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Countersunk Screws|Ground Clearance,true,core,true,Countersunk hardware for cleaner plate mounting where the rules and plate design permit it.,https://www.tamiya.com/english/products/15510/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,78,tamiya-15510-stainless-steel-countersunk-screw-set-10-12-20-25-30mm,small_part,screws_spacers,false,false,unverified,,false,false,false,false,false,false
15527,Stainless Steel Countersunk Screw Set 6/8/15mm,parts,Screws/Nuts,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Intermediate,Competitive B-MAX,Short Screws|Ground Clearance,true,expansion,false,Short countersunk screws for compact plate and brake installations.,https://www.tamiya.com/english/products/15527/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,79,tamiya-15527-stainless-steel-countersunk-screw-set-6-8-15mm,small_part,screws_spacers,false,false,unverified,,false,false,false,false,false,false
15473,Aluminum Spacer Set 12/6.7/6/3/1.5mm,parts,Screws/Nuts,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Workshop Essential,Spacers|Roller Height,true,core,true,Multiple spacer sizes for setting roller and stabilizer height.,https://www.tamiya.com/english/products/15473/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,80,tamiya-15473-aluminum-spacer-set-12-6-7-6-3-1-5mm,small_part,screws_spacers,false,false,unverified,,false,false,false,false,false,false
15506,Lightweight Plastic Spacer Set,parts,Screws/Nuts,Universal,FM-A|VZ|AR|MA|MS|ME|Super-II,Not applicable,Beginner,Workshop Essential,Spacers|Lightweight,true,core,true,Budget lightweight spacers for learning setup height before buying more aluminum hardware.,https://www.tamiya.com/english/products/15506/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,81,tamiya-15506-lightweight-plastic-spacer-set,small_part,screws_spacers,false,false,unverified,,false,false,false,false,false,false
15463,Mini 4WD Multipurpose Tape 10mm Blue,parts,Accessories,Universal,Universal,Not applicable,Beginner,Workshop Essential,Tape|Maintenance,true,core,true,Useful for securing batteries and temporary setup work. Easy add-on sale.,https://www.tamiya.com/english/products/15463/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,82,tamiya-15463-mini-4wd-multipurpose-tape-10mm-blue,small_part,accessories,false,false,unverified,,false,false,false,false,false,false
15474,Mini 4WD Car Catcher,parts,Accessories,Universal,Universal,Not applicable,Beginner,Workshop Essential,Safety|Track Tool,true,core,true,Safer way to collect fast cars from the track. Recommended for every racer.,https://www.tamiya.com/english/products/15474/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,83,tamiya-15474-mini-4wd-car-catcher,small_part,accessories,false,false,unverified,,false,false,false,false,false,false
15465,Mini 4WD Oil Applicator,parts,Accessories,Universal,Universal,Not applicable,Beginner,Maintenance,Lubrication|Precision Tool,true,expansion,false,Precision applicator for controlled lubrication without flooding the motor or bearings.,https://www.tamiya.com/english/products/15465/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,84,tamiya-15465-mini-4wd-oil-applicator,small_part,accessories,false,false,unverified,,false,false,false,false,false,false
15383,Mini 4WD F Grease,parts,Accessories,Universal,Universal,Not applicable,Beginner,Maintenance,Grease|Gear Maintenance,true,core,true,Low-friction grease for routine gear and drivetrain maintenance.,https://www.tamiya.com/english/products/15383/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,85,tamiya-15383-mini-4wd-f-grease,small_part,accessories,false,false,unverified,,false,false,false,false,false,false
15505,Mini 4WD Motor Case 2,parts,Accessories,Universal,Universal,Not applicable,Beginner,Storage,Motor Storage|Organization,true,expansion,false,Protects and organizes spare motors and small parts.,https://www.tamiya.com/english/products/15505/index.html,,needs approved upload,0,0,0,0,0,coming soon,false,false,false,86,tamiya-15505-mini-4wd-motor-case-2,small_part,accessories,false,false,unverified,,false,false,false,false,false,false
19431,Magnum Saber,cars,Mini 4WD Kit,AR,AR,Single-shaft,Intermediate,Box Stock,Collector,false,expansion,false,Existing club item pending a verified Philippine supplier cost — kept visible as PRICE PENDING rather than hidden.,,,needs approved upload,0,0,0,0,0,coming soon,false,false,true,87,tamiya-19431-magnum-saber,complete_car_kit,,true,false,unverified,,false,false,false,false,false,false
